S.NO.,PROJECT,DESCRIPTION,PART CODE,SERIAL,OPENING STOCK,ISSUED,RECD.,CLOSING STOCK,TEST BENCH,ALMIRA NO,ZONE,BIN,PICTURE,TYPE,LOCATION,COMMON PROJECTS,VENDOR,VENDOR ADDRESS,OLD DESCRIPTION,OLD PARTCODE,REMARKS,Unnamed: 22,Unnamed: 23,Unnamed: 24
119,FRM3.3.2 & VEGAS,TRX_FE POWER ADAPTER EA028582,00065657_00,CARD,21,1,0,20,TRX FE FUNCTIONAL TEST BENCH,M03,00C,SHELF 2,CARD,CARD,M03-00C-BOX 3,,NOKIA FINLAND,FINLAND,TRX FE FUNCTIONAL TEST BENCH VEGAS,00065657_00,,,,
120,FRM3.3.2 & VEGAS,TEST ADAPTER MDR TO HDMI MALE PWB 00077221X1,00076674,MALE,4,1,0,3,FE REPAIR TEST BENCH,M03,00C,SHELF 5,CARD,CARD,M03-00C-BOX 13,,NOKIA FINLAND,FINLAND,FRM 3.2 3.3 NSN OULU FINLAND MDR/HDMI  TEST ADAPTER,00076674,,,,
121,FRM3.3.2 & VEGAS,LC OPTICAL CABLE,2030360,,14,1,0,13,LBTS TEST BENCH,M03,00B,SHELF 4,CABLE,CABLE,M03-00B-SHELF 4,FRM 3.2/ VEGAS/ QUASAR/ COMPASS/ GALAXY,ORBIS SYSTEM,INDIA,LC OPTICAL CABLE,2030360,,,,
122,FRM3.3.2 & VEGAS,RF ADAPTER SINGLE,33_716-N-50-3/133_WE,,5,0,0,5,,M03,00C,BOX 19,CONNECTOR,CONNECTOR,M03-00C-BOX 19,,ORBIS SYSTEM,INDIA,FRM3.3.2 & VEGAS,33_716-N-50-3/133_WE,,,,
123,FRM3.3.2 & VEGAS,VEGAS POWER ADAPTER PBA EA010600,"0008096200 , EA026267001 , 0007247001",,22,1,0,21,,M03,00C,SHELF 1,POWER ADAPTER,CARD,M03-00C-BOX 20,,NOKIA FINLAND,FINLAND,POWER ADAPTER FOR REL3.2&3.3 TUN2 FIXTURE ,"0008096200 , EA026267001 , 0007247001",,,,
124,FRM3.3.2 & VEGAS,FRM3.X MDR36 2-HDMI ADAPTER 2 ,00081330X1/1331,,27,0,0,27,,M03,00C,SHELF 5,CARD,CARD,M03-00C-BOX 13,,NOKIA FINLAND,FINLAND,FRM3.X MDR36 2-HDMI ADAPTER 2 ,00081330X1/1331,,,,
125,FRM3.3.2 & VEGAS,CONNEXTOR SEMTEC,ASP-130746-21,,70,0,0,70,,M03,00C,BOX 19,CONNECTOR,CONNECTOR,M03-00C-BOX 19,,,,CONNEXTOR SEMTEC,ASP-130746-21,,,,
126,FRM3.3.2 & VEGAS,"FRM3.2 TRX_FE FIXTURE APP.ELEC. LOCKING BOLT, 00032721 00 KIPP-INDEKSITAPPI)",K0344.2105/45.105 H / 1028977,,19,0,0,19,,M03,00C,BOX 16,SCREW,SCREW,M03-00C-BOX 16,,,,"FRM3.2 TRX_FE FIXTURE APP.ELEC. LOCKING BOLT, 00032721 00 KIPP-INDEKSITAPPI)",K0344.2105/45.105 H / 1028977,,,,
127,FRM3.3.2 & VEGAS,N-ANGLE ADAPTER 50OHM ,(M-F) UG-27/U J01024J1096,,7,0,0,7,,M03,00C,BOX 16,CONNECTOR,CONNECTOR,M03-00C-BOX 16,,,,N-ANGLE ADAPTER 50OHM ,(M-F) UG-27/U J01024J1096,,,,
128,FRM3.3.2 & VEGAS,SPAREPARTS FOR RFM3.2 TRX_FE FIXTURE APPLICATION ELECTRONICS,OLAKERUUVI ISO 7379 M6 8F9X 16,,18,0,0,18,,M03,00C,BOX 16,SCREW,SCREW,M03-00C-BOX 16,,,,SPAREPARTS FOR RFM3.2 TRX_FE FIXTURE APPLICATION ELECTRONICS,OLAKERUUVI ISO 7379 M6 8F9X 16,,,,
129,FRM3.3.2 & VEGAS,BRONZE BUSHING,133-120020.00/00068520,,6,0,0,6,,M03,00C,BOX 16,BUSHING,BUSHING,M03-00C-BOX 16,,,,BRONZE BUSHING,133-120020.00/00068520,,,,
130,KYLIN,PIN1,KS-075 47 E03,,50,0,0,50,,M03,00A,BOX 1,PIN,PIN,M03-00A-BOX 1,,ORBIS SYSTEM,INDIA,PIN1,KS-075 47 E03,,,,
131,FRM3.3.2 & VEGAS,PLASTIC WASHER,133-120026/00068526,,6,0,0,6,,M03,00C,BOX 16,WASHER,WASHER,M03-00C-BOX 16,,,,PLASTIC WASHER,133-120026/00068526,,,,
132,FRM3.3.2 & VEGAS,FIXTURE LOCATING FORK,133-053132/00050226 00,,4,0,0,4,,M03,00C,BOX 16,CONNECTOR,CONNECTOR,M03-00C-BOX 16,,,,FIXTURE LOCATING FORK,133-053132/00050226 00,,,,
133,FRM3.3.2 & VEGAS,RF CONNECTOR 32_N-716-50-1/---_NE ,22544576,,7,0,0,7,,M03,00D,SHELF 4,CONNECTOR,CONNECTOR,M03-00C-SHELF 5,,,,32_N-716-50-1/---_NE ,22544576,,,,
134,FRM3.3.2 & VEGAS,FIXTURE LOCATING ROUND,133-053133/00050228 00,,4,0,0,4,,M03,00C,BOX 16,CONNECTOR,CONNECTOR,M03-00C-BOX 16,,,,FIXTURE LOCATING ROUND,133-053133/00050228 00,,,,
135,FRM3.3.2 & VEGAS,JUNFLON MWX221 RF CABLE N TO SMA BOTH I BEND 3M,J12J104414-00,,2,0,0,2,,M06,00A,SHELF 2,CABLE,CABLE,M06-00A-SHELF 2,,,,JUNFLON MWX221 ,J12J104414-00,,,,
136,FRM3.3.2 & VEGAS,SF126E/16N/16N/ 2000.0 RF CABLE N TO N 2 MTR,2638063 2M,,0,0,0,0,,M06,00A,SHELF 5,CABLE,CABLE,M06-00A-SHELF 5,,,,SF126E/16N/16N/ 2000.0,2638063 2M,,,,
137,FRM3.3.2 & VEGAS,SF126E/16N/16N/  500.0 RF CABLE N TO N L BEND 0.5 M,2595569,,0,0,0,0,,M06,00A,SHELF 5,CABLE,CABLE,M06-00A-SHELF 5,,,,SF126E/16N/16N/  500.0,2595569,,,,
138,FRM3.3.2 & VEGAS,SF104E/11N/16N/ 1500.0 RF CABLE N TO N I TO L BEND,2595608/4E 1.5M,,0,0,0,0,,M06,00A,SHELF 5,CABLE,CABLE,M06-00A-SHELF 5,,,,SF104E/11N/16N/ 1500.0,2595608/4E 1.5M,,,,
139,FRM3.3.2 & VEGAS,RF CABLE SMA TO SMA (I TO L BEND) SF126E/11SMA/16SMA/ 1000.0,2720860,,9,0,0,9,,M06,00A,SHELF 5,CABLE,CABLE,M06-00A-SHELF 5,,,,SF126E/11SMA/16SMA/ 1000.0 1M,2720860,,,,
140,FRM3.3.2 & VEGAS,RF CABLE SMA TO SMA (I TO I BEND) SF126E/11SMA/11SMA/ 1500.0,2720861,,9,0,0,9,,M06,00A,SHELF 5,CABLE,CABLE,M06-00A-SHELF 5,,,,SF126E/11SMA/11SMA/ 1500.0 1.5M,2720861,,,,
141,FRM3.3.2 & VEGAS,AISG RET CONTROL CABLE-MALE TO FEMALE,KATHREIN DE-83004,,12,1,0,11,,M06,00A,SHELF 3,RET CABLE,CABLE,M06-00A-SHELF 3,,EC0-REL COMPUTER SYSTEMS P LTD,,AISG RET CONTROL CABLE- KATHREIN DE-83004,KATHREIN DE-83004,,,,
142,QUASAR,AREATRX PA ADAPTER PLATE,OD045562 01,,6,0,0,6,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREATRX PA ADAPTER PLATE,OD045562 01,,,,
143,QUASAR,CONNECTOR SHROUD SUPPORT 5,OD045326 01,,5,0,0,5,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,CONNECTOR SHROUD SUPPORT 5,OD045326 01,,,,
144,QUASAR,LMI-HDMI CABLE ADAPTER BOTTON,P364515 01,,1,0,0,1,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,LMI-HDMI CABLE ADAPTER BOTTON,P364515 01,,,,
145,QUASAR,LMI-HDMI CABLE ADAPTER TOP,P364512 03,,1,0,0,1,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,LMI-HDMI CABLE ADAPTER TOP,P364512 03,,,,
146,QUASAR,AREA TRX-PSU ADAPTER BLOCK,OD045325 01,,3,0,0,3,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TRX-PSU ADAPTER BLOCK,OD045325 01,,,,
147,QUASAR,CONNECTOR SHROUD SUPPORT 3,P321552 02,,10,0,0,10,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,CONNECTOR SHROUD SUPPORT 3,P321552 02,,,,
148,QUASAR,AREA TRX RET PROBE BLOCK,OD045345 02,,2,0,0,2,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TRX RET PROBE BLOCK,OD045345 02,,,,
149,QUASAR,AREA TRX FAN PROBE BLOCK,OD045347 02,,2,0,0,2,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TRX FAN PROBE BLOCK,OD045347 02,,,,
150,QUASAR,AREA TR-PSU MAC PROBE BLOCK,OD046063 02,,2,0,0,2,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TR-PSU MAC PROBE BLOCK,OD046063 02,,,,
151,QUASAR,AREA TRX-PSU 14V PROBE BLOCK,OD045343 02,,1,0,0,1,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TRX-PSU 14V PROBE BLOCK,OD045343 02,,,,
152,QUASAR,ANTENIA SET,ANTENIA SET,,0,0,0,0,,M06,00C,SHELF 1,KIT,KIT,M06-00C-SHELF 1,,,,ANTENIA SET,ANTENIA SET,,,,
153,QUASAR,AREA TRX-PSU CHEAT PROBE BLOCK,OD045341 02,,2,0,0,2,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TRX-PSU CHEAT PROBE BLOCK,OD045341 02,,,,
154,QUASAR,3M RUBBER SPLICING TAPE,2155,,0,0,0,0,,M06,00C,SHELF 1,TAPE,TAPE,M06-00C-SHELF 1,,,,3M RUBBER SPLICING TAPE,2155,,,,
155,QUASAR,CABLE ,060-58521-04-3,,0,0,0,0,,M06,00C,SHELF 4,CABLE,CABLE,M06-00C-SHELF 4,,,,CABLE ,060-58521-04-3,,,,
156,QUASAR,IP TESTER,IP TESTER,,0,0,0,0,,M06,00C,SHELF 4,KIT,KIT,M06-00C-SHELF 4,,,,IP TESTER,IP TESTER,,,,
157,QUASAR,FOSP SFP,472949A.101,,15,0,0,15,,M06,00C,SHELF 3,SFP,SFP,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,FOSP,472949A.101,,,,
158,QUASAR,DC BLOCK ,SMA BLK-18-S+,,12,0,0,12,,M06,00C,BOX 1,ADAPTER,DC BLOCK,M06-00C-BOX 1,,ORBIS SYSTEM,INDIA,DC BLOCK ,SMA BLK-18-S+,,,,
159,QUASAR,"ADAPTER SMA MALE/MALE 50 OHM (STRAIGHT),",32_SMA-50-0-52/199_NE,,10,0,0,10,,M06,00C,BOX 1,ADAPTER,ADAPTER,M06-00C-BOX 1,,,,"ADAPTER SMA MALE/MALE 50 OHM (STRAIGHT),",32_SMA-50-0-52/199_NE,,,,
160,QUASAR,AREA TRX-PSU POWER PROBE BLOCK,OD045339 02,,1,0,0,1,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,AREA TRX-PSU POWER PROBE BLOCK,OD045339 02,,,,
161,QUASAR,"SMA PLUG (MALE) / SMA JACK (FEMALE), PORT SAVER",33 SMA-50-0-1/111NE,,29,0,0,29,,M06,00C,BOX 1,ADAPTER,CONNECTOR,M06-00C-BOX 1,FRM 3.2/ VEGAS/ QUASAR ,ORBIS SYSTEM,INDIA,"SMA PLUG (MALE) / SMA JACK (FEMALE),",33 SMA-50-0-1/111NE,,,,
162,QUASAR,"RF ADAPTER SMA-N (F-F) , TELEGARTNER",J01027A0022,,2,0,0,2,,M06,00C,BOX 1,ADAPTER,ADAPTER,M06-00C-BOX 1,,,,"RF ADAPTER SMA-N (F-F) , TELEGARTNER",J01027A0022,,,,
163,QUASAR,"ADAPTER , SMA F-SMP MAX F ,",R191.533.030,,9,0,0,9,,M06,00C,BOX 1,ADAPTER,CONNECTOR,M06-00C-BOX 1,,,,"ADAPTER , SMA F-SMP MAX F ,",R191.533.030,,,,
164,QUASAR,SFP TEST ADAPTER TOP ,P365571,,3,0,0,3,,M06,00C,BOX 1,ADAPTER,COVER,M06-00C-BOX 1,,,,SFP TEST ADAPTER TOP ,P365571,,,,
165,QUASAR,"ADAPTOR N(f) - 4.3-10(m), ROSENBERGER",53K164-S0AN1,,21,0,0,21,,M06,00C,BOX 2,CONNERTOR,CONNECTOR,M06-00C-BOX 2,,NOKIA FINLAND,FINLAND,"ADAPTOR N(f) - 4.3-10(m), ROSENBERGER",53K164-S0AN1,,,,
166,QUASAR,SFP TEST ADAPTER BOTTOM,P365567 05,,3,0,0,3,,M06,00C,BOX 1,COVER,COVER,M06-00C-BOX 1,,,,SFP TEST ADAPTER BOTTOM,P365567 05,,,,
167,QUASAR,SMA (F) - SMP-MAX (M) SLIDE STRAIGHT ADAPTER,R191.552.000 ,,50,0,0,50,,M06,00C,BOX 1,ADAPTER,CONNECTOR,M06-00C-BOX 1,FRM 3.2/ VEGAS/ QUASAR/ KYLIN/ FLEXI RRH,RADIALL INDIA PVT LTD.,BENGALURU,SMA (F) - SMP-MAX (M) SLIDE STRAIGHT ADAPTER,R191.552.000 ,,,,
168,QUASAR,RF5.1 12C COMMON ADAPTER ASSEMBLY 0D005472.02,EA020937 (P339170),,15,0,0,15,,M06,00C,SHELF 1,CARD,CARD,M06-00C-BOX 9,,NOKIA FINLAND,FINLAND,RF5.1 12C COMMON ADAPTER ASSEMBLY,EA020937 (P339170),,,,
169,QUASAR,SFP+PASSIVE ELECTRICAL LOOPBACK TEST ADAPTER,EA043365-03,,30,0,0,30,,M06,00C,BOX 1,CARD,CARD,M06-00C-BOX 1,AIRSCALE SM/ QUASAR,NOKIA FINLAND,FINLAND,SFP+PASSIVE ELECTRICAL LOOPBACK TEST ADAPTER,EA043365-03,,,,
170,QUASAR,"RF5.1 1 AREA TRX SENSE RELAY PWA , ",EA045762-100,,12,0,0,12,,M06,00C,SHELF 1,CARD,CARD,M06-00C-BOX 2,,NOKIA FINLAND,FINLAND,"RF5.1 1 AREA TRX SENSE RELAY PWA , ",EA045762-100,,,,
171,QUASAR,"COLOR SENSER ADAPTER , REVERSE ASSY","(EA013033) , 00079211 00",,2,0,0,2,,M06,00C,SHELF 3,CARD,CARD,M06-00C-BOX 9,FSM REL3/ AIRSCALE SM/ QUASAR,NOKIA FINLAND,FINLAND,"COLOR SENSER ADAPTER , REVERSE ASSY","(EA013033) , 00079211 00",,,,
172,QUASAR,RF5.1 TEST ADAPTER MDR26 TO HDMI FEMALE ASSEMBLY,EA031302 (P363137 02),,20,0,0,20,,M06,00C,SHELF 1,CARD,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,RF5.1 TEST ADAPTER MDR26 TO HDMI FEMALE ,EA031302 (P363137 02),,,,
173,QUASAR,RF5.1 TEST ADAPTER MDR26 TO 19PIN HDMI MALE P363140,EA026342 / P363142 00,,13,0,0,13,,M06,00C,SHELF 2,CARD,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,RF5.1 TEST ADAPTER MDR26 TO HDMI MALE,EA026342 / P363142 00,,,,
174,QUASAR,PROGRAMMABLE CONTROLLER ,AL-24MR-D V3.0,,1,0,0,1,,M06,00C,SHELF 3,CONTROLLER,CONTROLLER,M06-00C-SHELF 1,,,,PROGRAMMABLE CONTROLLER ,AL-24MR-D V3.0,,,,
175,QUASAR,DIO DRIVER BOARD ,00058293_01,,5,0,0,5,,M06,00C,SHELF 1,CARD,CARD,M06-00C-BOX 4,,ORBIS SYSTEM,INDIA,DIO DRIVER BOARD ,00058293_01,,,,
176,QUASAR,RF5.1 AREA AISG VSWR CONTROL PWA ,EA045760,,11,0,0,11,,M06,00C,SHELF 1,CARD,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,RF5.1 AREA AISG VSWR CONTROL PWA ,EA045760,,,,
177,QUASAR,IC ,"74LS240 , DIL-20",,10,0,0,10,,M06,00C,BOX 2,FUSE,FUSE,M06-00C-BOX 2,,,,IC ,"74LS240 , DIL-20",,,,
178,QUASAR,AREA TRX LMI INTERFACE ADAPTER 1 PWA,EA046340 100,,18,0,0,18,,M06,00C,SHELF 1,CARD,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,AREA TRX LMI INTERFACE ADAPTER 1 PWA,EA046340 100,,,,
179,QUASAR,IC (1),"ULN2803A , DIL -18",,10,0,0,10,,M06,00C,BOX 2,FUSE,FUSE,M06-00C-BOX 2,,,,IC (1),"ULN2803A , DIL -18",,,,
180,QUASAR,AISA CABLE,087946A.102,,0,0,0,0,,M06,00C,SHELF 2,CABLE,CABLE,M06-00C-SHELF 2,,,,AISA CABLE,087946A.102,,,,
181,QUASAR,D-LINK,DUB-H7,,0,0,0,0,,M06,00C,SHELF 1,D-LINK,D-LINK,M06-00C-SHELF 1,,,,D-LINK,DUB-H7,,,,
182,QUASAR,ABIA,473096A.104,,1,0,0,1,,M06,00C,SHELF 1,CARD,UNIT,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,ABIA,473096A.104,,,,
183,QUASAR,AISA ,473095A.203,,1,0,0,1,,M06,00C,SHELF 1,CARD,UNIT,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,AISA ,473095A.203,,,,
184,QUASAR,RJ45 2.0M FLAT CABLE,"CAT6 , TP-62V-FL",,2,0,0,2,,M06,00C,BOX 7,CABLE,CABLE,M06-00C-BOX 7,,,,RJ45 2.0M FLAT CABLE,"CAT6 , TP-62V-FL",,,,
185,QUASAR,RF5.1 AREA TRX PA ADAPTER PWA,EA045399 100,,21,0,0,21,,M06,00C,SHELF 3,CARD,CARD,M06-00C-BOX 5,,NOKIA FINLAND,FINLAND,RF5.1 AREA TRX PA ADAPTER PWA,EA045399 100,,,,
186,QUASAR,SFP CABLE PASSIVE 5M ,OPSFPP-T-05- PAB 8-10G,,0,0,0,0,,M06,00C,SHELF 4,CABLE,CABLE,M06-00C-SHELF 4,,,,SFP CABLE PASSIVE 5M ,OPSFPP-T-05- PAB 8-10G,,,,
187,QUASAR,RETS CABLE/3M,0030,,0,0,0,0,,M06,00C,SHELF 4,CABLE,CABLE,M06-00C-SHELF 4,,ORBIS SYSTEM,INDIA,RETS CABLE/3M,0030,,,,
188,QUASAR,CUTS 22 TEST BENCH POWER CONNECTOR WITH CABLE.,00077055,,0,0,0,0,,M06,00C,SHELF 4,CABLE,CABLE,M06-00C-SHELF 4,FRM 3.2/ VEGAS/ QUASAR,,,POWER QUICK ADAPTER ,00077055,,,,
189,QUASAR,INDUCTIVE PROXIMITY SENSOR,IM05-1B5NSVU2S,,6,0,0,6,,M06,00C,BOX 7,CABLE,CABLE,M06-00C-BOX 7,QUASAR/ AIRSCALE SM,NOKIA FINLAND,FINLAND,INDUCTIVE PROXIMITY SENSOR,IM05-1B5NSVU2S,,,,
190,QUASAR,PIM CABLE TL-P-11431X-11716-01500-51,TL-P-11431X-11716-01500-51,,1,0,0,1,,M06,00C,SHELF 3,PICTURE,CABLE,M06-00C-SHELF 2,,,,PIM CABLE TL-P-11431X-11716-01500-51,TL-P-11431X-11716-01500-51,,,,
191,QUASAR,"EMERGENCY STOP SWITCH , DPST-1NO ",XW1E-LV411Q4M-R,,1,0,0,1,,M06,00C,BOX 8,SWITCH,SWITCH,M06-00C-BOX 8,,,,"EMERGENCY STOP SWITCH , DPST-1NO ",XW1E-LV411Q4M-R,,,,
192,QUASAR,"USB 2.0 CABLE , A-MICRO B RIGHT ANGLE , 2M ",USB-302C,,4,0,0,4,,M06,00C,BOX 7,CABLE,CABLE,M06-00C-BOX 7,,,,"USB 2.0 CABLE , A-MICRO B RIGHT ANGLE , 2M ",USB-302C,,,,
193,QUASAR,OMRON MICRO SWITCH ,D2SW-3L2H ,,2,0,0,2,,M06,00C,BOX 8,FUSE,FUSE,M06-00C-BOX 8,,,,OMRON MICRO SWITCH ,D2SW-3L2H ,,,,
194,QUASAR,PNEUMATIC VALVE 5/2,SYJ3143-5LOU-Q,,12,0,0,12,,M06,00C,BOX 8,RELAY,RELAY,M06-00C-BOX 8,,EC0-REL COMPUTER SYSTEMS P LTD,INDIA,PNEUMATIC VALVE 5/2,SYJ3143-5LOU-Q,,,,
195,QUASAR,SAFETY RELAY ,MSR127TP,,0,0,0,0,,M06,00C,BOX 8,RELAY,RELAY,M06-00C-BOX 8,,,,SAFETY RELAY ,MSR127TP,,,,
196,QUASAR,SMD FUSE HOLDER + 2A FAST FUSE,133-03-187,,3,0,0,3,,M06,00C,BOX 8,FUSE,FUSE,M06-00C-BOX 8,,,,SMD FUSE HOLDER + 2A FAST FUSE,133-03-187,,,,
197,QUASAR,"SELECTOR , COMPLETE UNIT",E2 AC-DXBC1803,,1,0,0,1,,M06,00C,BOX 8,SWITCH,SWITCH,M06-00C-BOX 8,,,,"SELECTOR , COMPLETE UNIT",E2 AC-DXBC1803,,,,
198,QUASAR,CUTS POWER CABLE CONNECTOR,NAC3FX-W-TOP,,5,0,0,5,,M06,00C,BOX 8,CONNECTOR,CONNECTOR,M06-00C-BOX 8,,,,CUTS POWER CABLE CONNECTOR,NAC3MX-W,,,,
199,QUASAR,CUTS POWER CABLE CONNECTOR (2),NAC3MX-W-TOP,,1,0,0,1,,M06,00C,BOX 8,CONNECTOR,CONNECTOR,M06-00C-BOX 8,,,,CUTS POWER CABLE CONNECTOR (2),NAC3MX-W (2),,,,
200,QUASAR,AXIAL FAN ,"24VDC , 40MM , 20MM , 414",,4,0,0,4,,M06,00C,BOX 7,FAN,FAN,M06-00C-BOX 7,,,,AXIAL FAN ,"24VDC , 40MM , 20MM , 414",,,,
201,QUASAR,FINDER DC RELAY ,"4PCO , 12A , 24VDC ",,2,0,0,2,,M06,00C,BOX 8,FUSE,RELAY,M06-00C-BOX 8,,,,FINDER DC RELAY ,"4PCO , 12A , 24VDC ",,,,
202,QUASAR,AISG SIGNAL TEST DEVICE,00082905_00,,6,0,0,6,,M03,00D,SHELF 2,BOX,BOX,M03-00D-SHELF 2,FRM 3.2/ VEGAS/ QUASAR / GALAXY/ COMPASS,,,AISG SIGNAL TEST DEVICE,00082905_00,,,,
203,QUASAR,"80MM X 80MM 24VDC FAN , EMB PAPST",8414NGM,,2,0,0,2,,M06,00C,BOX 7,FAN,FAN,M06-00C-BOX 7,,,,"80MM X 80MM 24VDC FAN , EMB PAPST",8414NGM,,,,
204,QUASAR,CUTS MHA DC MEASUREMENT BOX,00079343,,1,0,0,1,,M06,00C,BOX 7,BOX,BOX,M06-00C-BOX 7,,,,CUTS MHA DC MEASUREMENT BOX,00079343,,,,
205,QUASAR,POWER RELAY ,T92P11D22-24,,6,0,0,6,,M06,00C,BOX 8,RELAY,RELAY,M06-00C-BOX 8,,,,POWER RELAY ,T92P11D22-24,,,,
206,QUASAR,IP TEST ,IP TEST ,,1,0,0,1,,M06,00C,BOX 7,IP TESTER,IP TESTER,M06-00C-BOX 7,,,,IP TEST ,NOT AVAIABLE,,,,
207,QUASAR,"DC SHUNT 20A/50MV/0.0025R , FARNELL",1498414,,1,0,0,1,,M06,00C,BOX 8,SHUNT,SHUNT,M06-00C-BOX 8,,,,"DC SHUNT 20A/50MV/0.0025R , FARNELL",1498414,,,,
208,QUASAR,AMIA,473098A.204,,4,0,0,4,,M06,00C,SITTING AREA,AMIA,SYSTEM MODULE,M06-00C-SITTING AREA,,NOKIA FINLAND,FINLAND,AMIA,473098A.204,,,,
209,QUASAR,AREA TRX LMI INTERFACE ADAPTER 2 ,EA046342 100,,12,0,0,12,,M06,00C,SHELF 2,ADAPTER,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,AREA TRX LMI INTERFACE ADAPTER 2 ,EA046342 100,,,,
210,QUASAR,ASIA,473095A.204,,1,0,0,1,,M06,00C,SHELF 1,BOARD,BOARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,ASIA,473095A.204,,,,
211,QUASAR,LMI-HDMI CABLE ADAPTER TOP COVER,F472949 P364511 03,,4,0,0,4,,M06,00C,BOX 8,COVER,COVER,M06-00C-BOX 8,,,,LMI-HDMI CABLE ADAPTER TOP COVER,P364511 03,,,,
212,QUASAR,LMI-HDMI CABLE ADAPTER BOTTOM COVER,P364514 01,,3,0,0,3,,M06,00C,BOX 8,COVER,COVER,M06-00C-BOX 8,,,,LMI-HDMI CABLE ADAPTER BOTTOM COVER,P364514 01,,,,
213,QUASAR,ASSEMBLY TOOL FOR ADAPTOR,133-122828 01,,4,0,0,4,,M06,00C,BOX 8,ADAPTER,ADAPTER,M06-00C-BOX 8,,S.R.ENGINEERING SOLUTIONS,TAMILNADU,ASSEMBLY TOOL FOR ADAPTOR,133-122828 01,,,,
214,QUASAR,UP PLUG,P445366 01,,2,0,0,2,,M06,00C,BOX 8,PLUG,PLUG,M06-00C-BOX 8,,,,UP PLUG,P445366 01,,,,
215,QUASAR,UP PLUG 2,P445373,,2,0,0,2,,M06,00C,BOX 8,PLUG,PLUG,M06-00C-BOX 8,,,,UP PLUG 2,P445373,,,,
216,QUASAR,PHOTOELECTRIC SWITCH UNIT CO046008-00,E32-DC200,,15,0,0,15,,M06,00C,BOX 8,PICTURE,SENSOR,M06-00C-BOX 8,,NOKIA FINLAND,FINLAND,PHOTOELECTRIC SWITCH UNIT CO046008-00,E32-DC200,,,,
217,QUASAR,INGUN TEST PROPE,HFS-840358180A8831 V1FA31,,11,0,0,11,,M06,00C,BOX 8,PIN,PIN,M06-00C-BOX 8,FRM 3.2/ VEGAS/ QUASAR ,ORBIS SYSTEM,INDIA,INGUN TEST PROPE,HFS-840358180A8831 V1FA31,,,,
218,QUASAR,RF5.1 AISG ADAPTER ASSEMBLY ,EA010570 / P311755,,4,0,0,4,,M06,00C,SHELF 3,PICTURE,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,RF5.1 AISG ADAPTER ASSEMBLY ,EA010570 / P311755,,,,
219,QUASAR,RF5.1 PA ADAPTER ASSEMBLY ,EA005229 / P339169,,8,0,0,8,,M06,00C,SHELF 3,PICTURE,CARD,M06-00C-SHELF 1,,NOKIA FINLAND,FINLAND,RF5.1 PA ADAPTER ASSEMBLY ,EA005229 / P339169,,,,
220,KYLIN,AZNA RFBB AUTOMATIC (1),SF 55010A0,,34,0,0,34,,M03,00A,SHELF 1,AISG TRANS A00,CARD,M03-00A-SHELF 1,,SIFO,CHINA,AZNA RFBB AUTOMATIC (1),SF 55010A0,,,,
221,KYLIN,AZNA RFBB AUTOMATIC (2),SF 55011B0,,37,0,0,37,,M03,00A,SHELF 1,FAN TRANS B00,CARD,M03-00A-SHELF 1,,SIFO,CHINA,AZNA RFBB AUTOMATIC (2),SF 55011B0,,,,
222,KYLIN,AZNA RFBB AUTOMATIC ,SF 55013A0,,36,0,0,36,,M03,00A,SHELF 1,LOW-VOLTAGE DIVIDE BOARD A00,CARD,M03-00A-SHELF 1,,SIFO,CHINA,AZNA RFBB AUTOMATIC ,SF 55013A0,,,,
223,KYLIN,AZNA PA AUTOMATIC (1),SF 55000A0,,9,0,0,9,,M03,00A,SHELF 1,50PIN I/O TRANS BOARD A00,CARD,M03-00A-SHELF 1,,SIFO,CHINA,AZNA PA AUTOMATIC (1),SF 55000A0,,,,
